Kingdom,Phylum,Class,Order,Family,Genus,ScientificName,CommonName,Slug,Description,AltitudeRange,ConservationStatus,LegalStatus,IsSensitive,ThumbnailUrl
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Myiarchus,Myiarchus cephalotes,Atrapamoscas de cabeza oscura,myiarchus-cephalotes,Ave de plumaje pardo que habita en bosques montanos. Se alimenta principalmente de insectos capturados en vuelo.,1000-2800 msnm,LC,False,False,
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Myiarchus,Myiarchus crinitus,Atrapamoscas crestado,myiarchus-crinitus,Ave migratoria que visita Colombia durante el invierno boreal. Se reconoce por su cresta prominente y coloración amarillenta en el vientre.,0-2500 msnm,LC,False,False,https://upload.wikimedia.org/wikipedia/commons/0/02/Great_Crested_Flycatcher_RWD2.jpg
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Myiarchus,Myiarchus venezuelensis,Atrapamoscas venezolano,myiarchus-venezuelensis,"Ave de hábitos similares a otros Myiarchus, adaptada a zonas de bosque seco y áreas abiertas. Es un depredador eficiente de artrópodos.",0-1500 msnm,LC,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/153900517/large.jpg
Animalia,Chordata,Aves,Passeriformes,Parulidae,Myioborus,Myioborus miniatus,Candelita,myioborus-miniatus,Ave pequeña y muy activa con plumaje gris y amarillo brillante. Es muy común en los bosques de niebla del Eje Cafetero.,1000-3000 msnm,LC,False,False,
Animalia,Chordata,Aves,Passeriformes,Parulidae,Myioborus,Myioborus ornatus,Candelita adornada,myioborus-ornatus,Ave de plumaje distintivo con una corona amarilla y pecho naranja. Habita en el sotobosque de los bosques andinos.,1500-3000 msnm,LC,False,False,
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Myiodynastes,Myiodynastes hemichrysus,Bienteveo dorado,myiodynastes-hemichrysus,"Ave de tamaño mediano con plumaje distintivo, característica de los bosques montanos. Es una especie de interés para observadores de aves debido a su comportamiento territorial y vocalizaciones.",1000-2500 msnm,LC,False,False,
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Myiodynastes,Myiodynastes maculatus,Bienteveo rayado,myiodynastes-maculatus,Ave insectívora ampliamente distribuida en bordes de bosque y áreas abiertas. Se reconoce por su patrón de rayas oscuras en el pecho y su canto fuerte.,0-2000 msnm,LC,False,False,
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Myiotheretes,Myiotheretes fumigatus,Atrapamoscas ahumado,myiotheretes-fumigatus,Ave de los Andes que habita en bordes de bosque de alta montaña. Posee un plumaje de tonos oscuros y comportamiento discreto.,2000-3500 msnm,LC,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/176713968/original.jpg
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Myiotheretes,Myiotheretes striaticollis,Atrapamoscas pechirrayado,myiotheretes-striaticollis,"Ave característica de los Andes, frecuenta áreas abiertas con árboles dispersos. Se distingue por su pecho estriado y comportamiento de caza desde perchas.",1500-3000 msnm,LC,False,False,http://upload.wikimedia.org/wikipedia/commons/5/57/Myiotheretes_striaticollis_-Ecuador-6.jpg
Animalia,Chordata,Aves,Passeriformes,Parulidae,Myiothlypis,Myiothlypis coronata,Reinita coronirrufa,myiothlypis-coronata,Pequeña ave insectívora que habita en el sotobosque de los bosques nublados. Se reconoce por su corona de color rufo intenso.,1000-2500 msnm,LC,False,False,
Animalia,Chordata,Aves,Passeriformes,Parulidae,Myiothlypis,Myiothlypis fulvicauda,Reinita culirrufa,myiothlypis-fulvicauda,Ave pequeña que habita cerca de arroyos y quebradas en zonas boscosas. Es conocida por mover su cola constantemente mientras busca insectos.,0-1500 msnm,LC,False,False,
Animalia,Chordata,Aves,Passeriformes,Parulidae,Myiothlypis,Myiothlypis nigrocristata,Reinita crestinegra,myiothlypis-nigrocristata,Ave de bosque nublado con una cresta negra distintiva. Es una especie activa que se mueve entre la vegetación densa.,2000-3000 msnm,LC,False,False,
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Myiozetetes,Myiozetetes cayanensis,Bienteveo alirrufo,myiozetetes-cayanensis,Ave de tamaño mediano con plumaje amarillo y alas con tonos rufos. Habita en bordes de bosque y áreas con vegetación secundaria.,0-1500 msnm,LC,False,False,
Animalia,Chordata,Aves,Passeriformes,Rhinocryptidae,Myornis,Myornis senilis,Tapaculo cenizo,myornis-senilis,Ave pequeña y esquiva que habita en el sotobosque denso del bosque altoandino. Es difícil de observar debido a su comportamiento oculto.,2500-3800 msnm,LC,False,False,https://live.staticflickr.com/65535/36167927592_1555a93857_b.jpg
Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Myrrhidendron,Myrrhidendron pennellii,Apio de monte,myrrhidendron-pennellii,"Planta arbustiva de alta montaña, pariente de las zanahorias y apios. Posee un porte arborescente inusual para su familia y habita en zonas de páramo y bosque altoandino.",2500-3500 msnm,NT,True,False,http://sweetgum.nybg.org/images3/627/625/00406077.jpg
Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Myrsine,Myrsine dependens,Arrayán de monte,myrsine-dependens,Arbusto o árbol pequeño de alta montaña con frutos globosos. Es una especie clave en la regeneración de bosques altoandinos y páramos.,2000-3500 msnm,LC,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/109735627/original.jpeg
Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Mythimna,Mythimna unipuncta,Gusano soldado,mythimna-unipuncta,Polilla nocturna cuyas larvas son conocidas por ser plagas agrícolas en cultivos de gramíneas. Tiene una distribución cosmopolita.,0-3000 msnm,LC,False,False,
Animalia,Arthropoda,Insecta,Coleoptera,Elmidae,Narpus,Narpus,Escarabajo acuático,narpus,Género de escarabajos acuáticos que habitan en corrientes rápidas y limpias. Son excelentes bioindicadores de la calidad del agua.,1000-3000 msnm,NE,False,False,https://images.phylopic.org/images/1b856960-aeb5-41fb-a70c-294884f1bb44/raster/158x204.png
Plantae,Tracheophyta,Magnoliopsida,Cornales,Loasaceae,Nasa,Nasa campaniflora,Ortiga de monte,nasa-campaniflora,Planta herbácea con tricomas urticantes característicos. Posee flores llamativas con forma de campana.,2000-3200 msnm,LC,False,False,http://fm-digital-assets.fieldmuseum.org/636/534/V0196675F.jpg
Plantae,Tracheophyta,Magnoliopsida,Cornales,Loasaceae,Nasa,Nasa puracensis,Ortiga de Puracé,nasa-puracensis,"Especie endémica de zonas altas, adaptada a condiciones de páramo y alta montaña. Presenta una morfología especializada para defensa contra herbívoros.",2500-3500 msnm,NT,True,False,http://fm-digital-assets.fieldmuseum.org/636/683/V0196820F.jpg
Animalia,Chordata,Mammalia,Carnivora,Procyonidae,Nasua,Nasua olivacea,Cuchumbi,nasua-olivacea,Mamífero prociónido de hábitos diurnos y arborícolas. Es un dispersor de semillas clave en los bosques andinos.,1500-3000 msnm,LC,True,False,
Animalia,Arthropoda,Insecta,Trichoptera,Leptoceridae,Nectopsyche,Nectopsyche,Caddisfly,nectopsyche,Insectos acuáticos cuyas larvas construyen estuches de seda y materiales del sustrato. Son indicadores de aguas limpias.,500-2500 msnm,NE,False,False,https://live.staticflickr.com/7351/16248395120_ef5bedff71_k.jpg
Animalia,Arthropoda,Insecta,Lepidoptera,Riodinidae,Necyria,Necyria bellona,Mariposa bellona,necyria-bellona,Mariposa con patrones de coloración aposemática muy llamativos. Es un ejemplar de gran valor estético.,500-2000 msnm,LC,False,False,
Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Nephrolepidaceae,Nephrolepis,Nephrolepis cordifolia,Helecho serrucho,nephrolepis-cordifolia,Helecho terrestre o epífito muy común. Es ampliamente utilizado en jardinería por su resistencia y facilidad de propagación.,0-2500 msnm,LC,False,False,https://upload.wikimedia.org/wikipedia/commons/a/ab/Nephrolepis_cordifolia1.jpg
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Nertera,Nertera granadensis,Coralito,nertera-granadensis,Planta rastrera de alta montaña con frutos rojos brillantes muy llamativos. Es una especie indicadora de ecosistemas conservados.,2500-3800 msnm,LC,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/179909907/large.jpeg
Animalia,Arthropoda,Insecta,Hemiptera,Gelastocoridae,Nerthra,Nerthra,Chinche de ribera,nerthra,Insectos depredadores que habitan en zonas húmedas y riberas de ríos. Son conocidos por su capacidad de camuflaje y comportamiento de caza activo sobre el sustrato.,0-2500 msnm,LC,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/6203055/original.jpeg
Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Niphogeton,Niphogeton ternata,Apio de páramo,niphogeton-ternata,Hierba perenne característica de ecosistemas de alta montaña y páramos. Presenta hojas finamente divididas y adaptaciones a condiciones de baja temperatura.,3000-4200 msnm,LC,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/173864585/original.jpg
Animalia,Chordata,Mammalia,Chiroptera,Noctilionidae,Noctilio,Noctilio albiventris,Murciélago pescador menor,noctilio-albiventris,Murciélago especializado en la captura de insectos y pequeños peces sobre cuerpos de agua. Es una especie clave en el control de poblaciones de insectos acuáticos.,0-1500 msnm,LC,True,False,https://inaturalist-open-data.s3.amazonaws.com/photos/5379644/original.jpeg
Animalia,Chordata,Aves,Anseriformes,Anatidae,Nomonyx,Nomonyx dominicus,Pato zambullidor,nomonyx-dominicus,Ave acuática pequeña que habita en humedales y lagunas con vegetación densa. Es un excelente nadador y buceador que se alimenta de materia vegetal y pequeños invertebrados.,0-2200 msnm,LC,True,False,http://upload.wikimedia.org/wikipedia/commons/e/e5/Masked_duck_%28Nomonyx_dominicus%29.jpg
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Noticastrum,Noticastrum marginatum,Margarita de páramo,noticastrum-marginatum,"Planta herbácea de la familia Asteraceae, adaptada a condiciones de alta radiación y frío. Presenta inflorescencias tipo capítulo con colores llamativos.",2800-4000 msnm,LC,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/131615023/original.jpeg
Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Notiochelidon,Notiochelidon cyanoleuca,Golondrina azul y blanca,notiochelidon-cyanoleuca,"Ave pequeña y ágil, común en áreas abiertas y zonas rurales. Se alimenta de insectos voladores, cumpliendo un rol fundamental en el control de poblaciones de dípteros.",0-3000 msnm,LC,True,False,
Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Notiochelidon,Notiochelidon murina,Golondrina parda,notiochelidon-murina,"Golondrina de tierras altas, adaptada a climas fríos y zonas de páramo. Es menos común que otras especies de golondrinas y tiene hábitos de vuelo característicos.",2000-4000 msnm,LC,True,False,
Animalia,Chordata,Aves,Caprimulgiformes,Nyctibiidae,Nyctibius,Nyctibius griseus,Bienparado,nyctibius-griseus,"Ave nocturna famosa por su camuflaje perfecto, mimetizándose con troncos secos. Es un depredador de insectos nocturnos y tiene un canto melancólico muy característico.",0-2500 msnm,LC,True,False,
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Nycticorax,Nycticorax nycticorax,Garza nocturna,nycticorax-nycticorax,"Garza de hábitos crepusculares y nocturnos que habita en humedales y orillas de ríos. Se alimenta principalmente de peces, crustáceos y anfibios.",0-2800 msnm,LC,True,False,https://upload.wikimedia.org/wikipedia/commons/5/52/Bihoreau_Gris_3.jpg
Animalia,Chordata,Amphibia,Anura,Centrolenidae,Nymphargus,Nymphargus grandisonae,Rana de cristal,nymphargus-grandisonae,Anfibio pequeño con piel ventral transparente que permite ver sus órganos internos. Habita en quebradas de bosques nublados y es extremadamente sensible a la contaminación.,1000-2500 msnm,LC,True,False,https://inaturalist-open-data.s3.amazonaws.com/photos/62296345/large.jpeg
Animalia,Chordata,Amphibia,Anura,Centrolenidae,Nymphargus,Nymphargus rosada,Rana de cristal rosada,nymphargus-rosada,Anfibio pequeño caracterizado por su piel ventral transparente que permite observar sus órganos internos. Es una especie endémica de los Andes colombianos con alta sensibilidad a la degradación de su hábitat.,1800-2500 msnm,DD,True,False,
Animalia,Chordata,Amphibia,Anura,Centrolenidae,Nymphargus,Nymphargus spilotus,Rana de cristal moteada,nymphargus-spilotus,"Pequeña rana arborícola con patrones de coloración moteados, habitante de quebradas en bosques nublados. Su presencia es un bioindicador de la calidad del agua y salud del ecosistema.",1500-2200 msnm,LC,True,False,
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Ochthoeca,Ochthoeca cinnamomeiventris,Pitajo vientre canela,ochthoeca-cinnamomeiventris,"Ave pequeña de hábitos insectívoros, común en bordes de bosque y zonas de vegetación densa. Se distingue por su comportamiento activo y vocalizaciones características.",1000-2500 msnm,LC,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/110261137/original.jpeg
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Ochthoeca,Ochthoeca diadema,Pitajo coronado,ochthoeca-diadema,"Ave de montaña con una banda característica en la frente, propia de bosques nublados y zonas de transición. Es una especie activa que se desplaza frecuentemente en el sotobosque.",2000-3500 msnm,LC,False,False,http://upload.wikimedia.org/wikipedia/commons/2/2c/Chat_in_hand.JPG
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Ochthoeca,Ochthoeca frontalis,Pitajo de frente blanca,ochthoeca-frontalis,"Ave insectívora de tamaño pequeño, habitante de los estratos medios y bajos de los bosques andinos. Posee una marca blanca distintiva en la frente que facilita su identificación.",2200-3200 msnm,LC,False,False,
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Ochthoeca,Ochthoeca fumicolor,Pitajo ahumado,ochthoeca-fumicolor,"Ave de coloración grisácea y tonos ahumados, adaptada a los ecosistemas de páramo y bosque altoandino. Es una especie resiliente que ocupa áreas abiertas y bordes de bosque.",2800-4000 msnm,LC,False,False,http://upload.wikimedia.org/wikipedia/commons/7/7f/OchthoecaFumicolorWolf.jpg
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Ochthoeca,Ochthoeca rufipectoralis,Pitajo de pecho rufo,ochthoeca-rufipectoralis,"Ave pequeña con un distintivo pecho de color rufo, común en los bosques andinos. Es muy activa y suele observarse perchada en ramas bajas esperando insectos.",2000-3500 msnm,LC,False,False,https://inaturalist-open-data.s3.amazonaws.com/photos/110114506/original.jpeg
Animalia,Chordata,Aves,Apodiformes,Trochilidae,Ocreatus,Ocreatus underwoodii,Colibrí raqueta,ocreatus-underwoodii,Colibrí espectacular con plumas caudales alargadas que terminan en forma de raqueta. Es una de las especies más buscadas por fotógrafos de naturaleza debido a su morfología única.,1000-2500 msnm,LC,True,False,
Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Odocoileus,Odocoileus virginianus,Venado de cola blanca,odocoileus-virginianus,"Mamífero herbívoro de gran tamaño, adaptado a diversos ecosistemas desde bosques hasta zonas abiertas. Es una especie emblemática de la fauna silvestre colombiana.",0-3500 msnm,LC,True,False,https://upload.wikimedia.org/wikipedia/commons/e/e4/Deer_running.jpg
Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Odontomachus,Odontomachus erythrocephalus,Hormiga de mandíbula trampa,odontomachus-erythrocephalus,Hormiga depredadora conocida por sus mandíbulas que se cierran a gran velocidad. Son importantes controladoras de poblaciones de otros insectos en el suelo del bosque.,0-2000 msnm,NE,False,False,
Animalia,Arthropoda,Insecta,Trichoptera,Leptoceridae,Oecetis,Oecetis,Trichóptero de agua dulce,oecetis,Género de insectos acuáticos cuyos estados larvales construyen estuches protectores con seda y detritos. Son indicadores biológicos clave de la calidad del agua en ecosistemas lóticos.,0-3000 msnm,LC,False,False,https://live.staticflickr.com/8645/16217173047_61d19e92bc_b.jpg
Plantae,Tracheophyta,Magnoliopsida,Arecales,Arecaceae,Oenocarpus,Oenocarpus minor,Palma milpesos,oenocarpus-minor,Palma de estípite solitario con frutos ricos en aceites y grasas saludables. Es una especie clave para la fauna silvestre y tiene gran potencial en la industria de aceites vegetales.,0-1500 msnm,LC,False,False,
